14,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,16,16,15,16,15,16,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,14,14,14
14,14,14,14,15,16,16,16,15,16,15,16,15,15,11,15,15,16,15,15,15,15,16,15,16,15,16,16,16,15,15,12,15,15,15,15,15,15,13,15,14,14,14
14,14,14,14,15,15,15,15,15,16,15,16,15,15,14,15,15,16,15,16,16,15,15,15,15,15,16,15,15,15,15,14,15,15,15,15,15,15,15,15,14,14,14
14,14,14,14,15,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,15,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,15,16,15,15,16,15,15,15,15,15,15,14,15,15,15,15,15,16,15,16,15,15,15,15,14,15,15,15,15,15,16,15,15,16,15,15,14,14,14
14,14,14,14,15,16,15,15,16,15,16,16,16,15,15,10,15,15,16,15,15,16,15,16,16,16,15,15,9,15,15,16,15,15,16,15,15,16,16,15,14,14,14
14,14,14,14,15,15,15,15,15,15,15,15,16,15,15,14,15,15,16,15,15,15,15,15,15,16,15,15,14,15,15,16,15,15,15,15,15,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
14,14,14,14,15,15,15,15,16,15,14,15,15,16,15,15,15,15,15,16,15,15,15,15,15,16,15,15,15,15,14,15,15,15,15,16,16,15,16,15,14,14,14
14,14,14,14,15,15,15,15,16,15,6,15,16,16,15,15,16,15,15,16,15,16,16,15,15,16,15,16,16,15,7,15,15,16,15,15,16,15,16,15,14,14,14
14,14,14,14,16,16,15,15,15,15,14,15,15,15,15,15,16,15,15,15,15,15,16,15,15,15,15,15,15,15,14,15,15,16,15,15,15,15,15,15,14,14,14
14,14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,15,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,15,16,15,15,15,15,14,15,15,15,15,15,16,15,15,15,15,15,15,15,16,15,15,14,15,15,15,16,15,15,16,15,15,15,15,15,14,14,14
14,14,14,14,15,16,16,15,16,15,5,15,15,16,16,15,16,16,16,15,16,16,16,15,16,16,15,4,15,16,15,16,16,15,16,15,16,15,15,15,14,14,14
