14,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
4,14,14,14,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,16,16,15,16,15,16,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,14,14,14
5,14,14,14,15,16,16,16,15,16,15,16,15,15,11,15,15,16,15,15,15,15,16,15,16,15,16,16,16,15,15,12,15,15,15,15,15,15,13,15,14,14,14
6,14,14,14,15,15,15,15,15,16,15,16,15,15,14,15,15,16,15,16,16,15,15,15,15,15,16,15,15,15,15,14,15,15,15,15,15,15,15,15,14,14,14
7,14,14,14,15,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
8,14,14,14,15,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
9,14,14,14,15,16,15,15,16,15,15,15,15,15,15,14,15,15,15,15,15,16,15,16,15,15,15,15,14,15,15,15,15,15,16,15,15,16,15,15,14,14,14
10,14,14,14,15,16,15,15,16,15,16,16,16,15,15,10,15,15,16,15,15,16,15,16,16,16,15,15,9,15,15,16,15,15,16,15,15,16,16,15,14,14,14
11,14,14,14,15,15,15,15,15,15,15,15,16,15,15,14,15,15,16,15,15,15,15,15,15,16,15,15,14,15,15,16,15,15,15,15,15,15,15,15,14,14,14
12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,15,14,14,14
13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,14,14,14,14
15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
17,14,14,14,15,15,15,15,16,15,14,15,15,16,15,15,15,15,15,16,15,15,15,15,15,16,15,15,15,15,14,15,15,15,15,16,16,15,16,15,14,14,14
18,14,14,14,15,15,15,15,16,15,6,15,16,16,15,15,16,15,15,16,15,16,16,15,15,16,15,16,16,15,7,15,15,16,15,15,16,15,16,15,14,14,14
19,14,14,14,16,16,15,15,15,15,14,15,15,15,15,15,16,15,15,15,15,15,16,15,15,15,15,15,15,15,14,15,15,16,15,15,15,15,15,15,14,14,14
20,14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
21,14,14,14,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
22,14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
23,14,14,14,15,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
24,14,14,14,15,16,15,15,15,15,14,15,15,15,15,15,16,15,15,15,15,15,15,15,16,15,15,14,15,15,15,16,15,15,16,15,15,15,15,15,14,14,14
25,14,14,14,15,16,16,15,16,15,5,15,15,16,16,15,16,16,16,15,16,16,16,15,16,16,15,4,15,16,15,16,16,15,16,15,16,15,15,15,14,14,14
